Accession number,Source,Tissue,Development stage,Country
SRX1701336,RNA-Seq,FOLIAGE,ADULT,USA: Minneapolis
SRX1701335,RNA-Seq,FOLIAGE,ADULT,USA: Minneapolis
SRX1701334,RNA-Seq,FOLIAGE,ADULT,USA: Minneapolis
SRX1701333,RNA-Seq,FOLIAGE,ADULT,USA: Minneapolis
SRX1701331,RNA-Seq,FOLIAGE,ADULT,USA: Minneapolis
SRX1701332,RNA-Seq,FOLIAGE,ADULT,USA: Minneapolis
SRX1701328,RNA-Seq,FOLIAGE,ADULT,USA: Minneapolis
SRX1701329,RNA-Seq,FOLIAGE,ADULT,USA: Minneapolis
SRX1701327,RNA-Seq,FOLIAGE,ADULT,USA: Minneapolis
SRX1701330,RNA-Seq,FOLIAGE,ADULT,USA: Minneapolis
SRX1701326,RNA-Seq,FOLIAGE,ADULT,USA: Minneapolis
SRX1701325,RNA-Seq,FOLIAGE,ADULT,USA: Minneapolis
SRX1701324,RNA-Seq,FOLIAGE,ADULT,USA: Minneapolis
SRX1701323,RNA-Seq,FOLIAGE,ADULT,USA: Minneapolis
SRX1701321,RNA-Seq,FOLIAGE,ADULT,USA: Minneapolis
SRX1701322,RNA-Seq,FOLIAGE,ADULT,USA: Minneapolis
SRX1701320,RNA-Seq,FOLIAGE,ADULT,USA: Minneapolis
SRX1701319,RNA-Seq,FOLIAGE,ADULT,USA: Minneapolis
SRX1701317,RNA-Seq,FOLIAGE,ADULT,USA: Minneapolis
SRX1701316,RNA-Seq,FOLIAGE,ADULT,USA: Minneapolis
SRX1701318,RNA-Seq,FOLIAGE,ADULT,USA: Minneapolis
SRX1701315,RNA-Seq,FOLIAGE,ADULT,USA: Minneapolis
SRX1701314,RNA-Seq,FOLIAGE,ADULT,USA: Minneapolis
SRX1701313,RNA-Seq,FOLIAGE,ADULT,USA: Minneapolis
SRX1701311,RNA-Seq,FOLIAGE,ADULT,USA: Minneapolis
SRX1701312,RNA-Seq,FOLIAGE,ADULT,USA: Minneapolis
SRX1701310,RNA-Seq,FOLIAGE,ADULT,USA: Minneapolis
SRX1701309,RNA-Seq,FOLIAGE,ADULT,USA: Minneapolis
SRX1701308,RNA-Seq,FOLIAGE,ADULT,USA: Minneapolis
SRX1701306,RNA-Seq,FOLIAGE,ADULT,USA: Minneapolis
SRX1701307,RNA-Seq,FOLIAGE,ADULT,USA: Minneapolis
SRX1701305,RNA-Seq,FOLIAGE,ADULT,USA: Minneapolis
SRX1701302,RNA-Seq,FOLIAGE,ADULT,USA: Minneapolis
SRX1701304,RNA-Seq,FOLIAGE,ADULT,USA: Minneapolis
SRX1701303,RNA-Seq,FOLIAGE,ADULT,USA: Minneapolis
SRX1701301,RNA-Seq,FOLIAGE,ADULT,USA: Minneapolis
SRX1690415,RNA-Seq,FOLIAGE,ADULT,USA: Minneapolis
SRX1684130,RNA-Seq,tuber,,
SRX1684128,RNA-Seq,leaf,,
SRX1684129,RNA-Seq,tuber,,
SRX1683995,miRNA-Seq,tuber,,
SRX1684127,RNA-Seq,leaf,,
ERX909546,RNA-Seq,,,
SRX1683993,miRNA-Seq,leaf,,
SRX1683994,miRNA-Seq,tuber,,
SRX1683992,miRNA-Seq,leaf,,
ERX909543,RNA-Seq,,,
ERX909544,RNA-Seq,,,
ERX909545,RNA-Seq,,,
ERX909540,RNA-Seq,,,
ERX909541,RNA-Seq,,,
ERX909542,RNA-Seq,,,
ERX909539,RNA-Seq,,,
ERX909538,RNA-Seq,,,
ERX909537,RNA-Seq,,,
ERX909533,RNA-Seq,,,
ERX909536,RNA-Seq,,,
ERX909534,RNA-Seq,,,
ERX909535,RNA-Seq,,,
ERX909531,RNA-Seq,,,
ERX909532,RNA-Seq,,,
ERX909530,RNA-Seq,,,
ERX909528,RNA-Seq,,,
ERX909527,RNA-Seq,,,
ERX909524,RNA-Seq,,,
ERX909525,RNA-Seq,,,
ERX909526,RNA-Seq,,,
ERX909523,RNA-Seq,,,
ERX909529,RNA-Seq,,,
ERX909521,RNA-Seq,,,
ERX909522,RNA-Seq,,,
ERX909520,RNA-Seq,,,
ERX909519,RNA-Seq,,,
ERX909518,RNA-Seq,,,
ERX909517,RNA-Seq,,,
ERX909516,RNA-Seq,,,
ERX909515,RNA-Seq,,,
ERX909514,RNA-Seq,,,
ERX909511,RNA-Seq,,,
ERX909513,RNA-Seq,,,
ERX909512,RNA-Seq,,,
ERX909510,RNA-Seq,,,
ERX909509,RNA-Seq,,,
ERX909508,RNA-Seq,,,
ERX909507,RNA-Seq,,,
ERX909506,RNA-Seq,,,
ERX909505,RNA-Seq,,,
ERX909504,RNA-Seq,,,
ERX909503,RNA-Seq,,,
ERX909502,RNA-Seq,,,
ERX909501,RNA-Seq,,,
ERX909500,RNA-Seq,,,
ERX909499,RNA-Seq,,,
SRX1571309,RNA-Seq,leaf,,
SRX1571308,RNA-Seq,leaf,,
SRX1571307,RNA-Seq,leaf,,
SRX1571306,RNA-Seq,leaf,,
SRX1571305,RNA-Seq,leaf,,
SRX1571304,RNA-Seq,leaf,,
SRX1571303,RNA-Seq,leaf,,
SRX1571302,RNA-Seq,leaf,,
SRX1571301,RNA-Seq,leaf,,
SRX1571300,RNA-Seq,leaf,,
SRX1571299,RNA-Seq,leaf,,
SRX1571298,RNA-Seq,leaf,,
SRX1571297,RNA-Seq,leaf,,
SRX1571295,RNA-Seq,leaf,,
SRX1571296,RNA-Seq,leaf,,
SRX1571294,RNA-Seq,leaf,,
SRX1571293,RNA-Seq,leaf,,
SRX1571292,RNA-Seq,leaf,,
SRX1571291,RNA-Seq,leaf,,
SRX1571290,RNA-Seq,leaf,,
SRX1571289,RNA-Seq,leaf,,
SRX1571288,RNA-Seq,leaf,,
SRX1571285,RNA-Seq,leaf,,
SRX1571287,RNA-Seq,leaf,,
SRX1571284,RNA-Seq,leaf,,
SRX1571286,RNA-Seq,leaf,,
SRX1571283,RNA-Seq,leaf,,
SRX1571282,RNA-Seq,leaf,,
SRX1571281,RNA-Seq,leaf,,
SRX1571280,RNA-Seq,leaf,,
SRX1571278,RNA-Seq,leaf,,
SRX1571279,RNA-Seq,leaf,,
SRX1571277,RNA-Seq,leaf,,
SRX1571275,RNA-Seq,leaf,,
SRX1571276,RNA-Seq,leaf,,
SRX1571274,RNA-Seq,leaf,,
SRX1571273,RNA-Seq,leaf,,
SRX1571272,RNA-Seq,leaf,,
SRX1571271,RNA-Seq,leaf,,
SRX1571270,RNA-Seq,leaf,,
SRX1571269,RNA-Seq,leaf,,
SRX1571268,RNA-Seq,leaf,,
SRX1571267,RNA-Seq,leaf,,
SRX1571265,RNA-Seq,leaf,,
SRX1571266,RNA-Seq,leaf,,
SRX1571264,RNA-Seq,leaf,,
SRX1571263,RNA-Seq,leaf,,
SRX1571262,RNA-Seq,leaf,,
SRX1571063,RNA-Seq,whole animal,second stage juveniles,USA:Oregon
SRX1565247,miRNA-Seq,leaf,unknown 393046.7,Peru
SRX1565245,miRNA-Seq,leaf,unknown 304413.45,Peru
SRX1565242,miRNA-Seq,leaf,unknown 598198.4,Peru
SRX1565219,miRNA-Seq,leaf,unknown 396063.1,Peru
SRX1565217,miRNA-Seq,leaf,unknown 396272.12,Peru
SRX1565211,miRNA-Seq,leaf,unknown 308328.32,Peru
SRX1565216,miRNA-Seq,leaf,unknown 398098.2,Peru
SRX1565208,miRNA-Seq,leaf,unknown 704832,Bolivia
SRX1565206,miRNA-Seq,leaf,unknown 703518,Colombia
SRX1565209,miRNA-Seq,leaf,unknown 703573,Colombia
SRX1565200,miRNA-Seq,leaf,unknown 700744,Peru
SRX1565204,miRNA-Seq,leaf,unknown 706851,Peru
SRX1565199,miRNA-Seq,leaf,unknown 705268,Ecuador
SRX1565196,miRNA-Seq,leaf,unknown 703471,Peru
SRX1565195,miRNA-Seq,leaf,unknown 396009.258,Peru
SRX1565190,miRNA-Seq,leaf,unknown 706735,Argentina
SRX1478126,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1502174,RNA-Seq,Leaves,,China
SRX1478125,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478124,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478123,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478122,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478121,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478119,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478120,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478118,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478117,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478115,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478114,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478116,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478113,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478112,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478111,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478110,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478108,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478109,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478107,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478106,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478104,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478105,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478103,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478102,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478101,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478100,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478098,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478099,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478097,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478096,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478095,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478092,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478093,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478094,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478091,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478090,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478089,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478088,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478087,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478086,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478085,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478084,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478083,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478082,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478081,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478079,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1478080,RNA-Seq,Foliar; apical leaflet of the last fully expanded leaf (usually the 4th leaf from the top of the plant),,
SRX1460304,RNA-Seq,Long day Stolons,Long Day Stolons,USA
SRX1460303,RNA-Seq,Long day Stolons,Long Day Stolons,USA
SRX1460302,RNA-Seq,Long day Stolons,Long Day Stolons,USA
SRX1460300,RNA-Seq,Long day Stolons,Long Day Stolons,USA
SRX1460301,RNA-Seq,Long day Stolons,Long Day Stolons,USA
SRX1460299,RNA-Seq,Long day Stolons,Long Day Stolons,USA
SRX1426126,RNA-Seq,stem,,
SRX1426125,RNA-Seq,stem,,
SRX1426124,RNA-Seq,stem,,
SRX1426122,RNA-Seq,stem,,
SRX1426123,RNA-Seq,stem,,
SRX1426121,RNA-Seq,stem,,
SRX1426120,RNA-Seq,stem,,
SRX1426119,RNA-Seq,stem,,
SRX1426118,RNA-Seq,stem,,
SRX1426117,RNA-Seq,stem,,
SRX1426116,RNA-Seq,stem,,
SRX1426115,RNA-Seq,stem,,
SRX1426114,RNA-Seq,stem,,
SRX1426113,RNA-Seq,stem,,
SRX1426112,RNA-Seq,stem,,
SRX1426111,RNA-Seq,stem,,
SRX1426109,RNA-Seq,stem,,
SRX1426110,RNA-Seq,stem,,
SRX1426107,RNA-Seq,stem,,
SRX1426108,RNA-Seq,stem,,
SRX1426106,RNA-Seq,stem,,
SRX1426105,RNA-Seq,stem,,
SRX1426102,RNA-Seq,stem,,
SRX1426104,RNA-Seq,stem,,
SRX1426103,RNA-Seq,stem,,
SRX1426101,RNA-Seq,stem,,
SRX1426100,RNA-Seq,stem,,
SRX1426099,RNA-Seq,stem,,
SRX1426098,RNA-Seq,stem,,
SRX1426097,RNA-Seq,stem,,
SRX1426094,RNA-Seq,stem,,
SRX1426093,RNA-Seq,stem,,
SRX1382496,RNA-Seq,leaf,,Peru
SRX1372484,RNA-Seq,leaf,,Peru
ERX1064403,RNA-Seq,bodies,,United Kingdom
ERX1064402,RNA-Seq,bodies,,United Kingdom
ERX1064401,RNA-Seq,bodies,,United Kingdom
ERX1064400,RNA-Seq,heads,,United Kingdom
ERX1064398,RNA-Seq,heads,,United Kingdom
ERX1064399,RNA-Seq,heads,,United Kingdom
ERX1064397,RNA-Seq,bodies,,United Kingdom
ERX1064396,RNA-Seq,bodies,,United Kingdom
ERX1064394,RNA-Seq,heads,,United Kingdom
ERX1064395,RNA-Seq,bodies,,United Kingdom
ERX1064392,RNA-Seq,heads,,United Kingdom
ERX1064393,RNA-Seq,heads,,United Kingdom
ERX1064391,RNA-Seq,bodies,,United Kingdom
ERX1064389,RNA-Seq,bodies,,United Kingdom
ERX1064390,RNA-Seq,bodies,,United Kingdom
ERX1064388,RNA-Seq,heads,,United Kingdom
ERX1064387,RNA-Seq,heads,,United Kingdom
ERX1064386,RNA-Seq,heads,,United Kingdom
SRX1257737,RNA-Seq,leaf,,Germany
SRX1257736,RNA-Seq,leaf,,Germany
SRX1257735,RNA-Seq,leaf,,Germany
SRX1257734,RNA-Seq,leaf,,Germany
ERX943703,RNA-Seq,,,
ERX943704,RNA-Seq,,,
ERX943702,RNA-Seq,,,
ERX943701,RNA-Seq,,,
ERX625139,OTHER,,,
SRX1127493,RNA-Seq,petiole,,not applicable
SRX1127492,RNA-Seq,petiole,,not applicable
SRX1127491,RNA-Seq,petiole,,not applicable
SRX1127489,RNA-Seq,petiole,,not applicable
SRX1127490,RNA-Seq,petiole,,not applicable
SRX1121737,RNA-Seq,phloem associated tissue in petiole,,not applicable
SRX1127488,RNA-Seq,petiole,,not applicable
SRX1121736,RNA-Seq,phloem associated tissue in stem,,not applicable
SRX1121735,RNA-Seq,phloem associated tissue in petiole,,not applicable
SRX1121734,RNA-Seq,phloem associated tissue in stem,,not applicable
SRX1121733,RNA-Seq,phloem associated tissue in stem,,not applicable
SRX1121732,RNA-Seq,phloem associated tissue in petiole,,not applicable
SRX1118126,RNA-Seq,petiole,,not applicable
SRX1070663,RNA-Seq,,,"USA: Ithaca, NY"
SRX1117848,RNA-Seq,petiole,,not applicable
SRX1065240,RNA-Seq,leaf,NA,USA
SRX1065241,RNA-Seq,tuber,NA,USA
SRX1060945,RNA-Seq,Tuber,,USA
SRX1060630,RNA-Seq,Tuber,,USA
SRX1060628,RNA-Seq,Leaf,,USA
SRX1060944,RNA-Seq,Leaf,,USA
SRX1060626,RNA-Seq,Leaf,,USA
SRX1060627,RNA-Seq,Tuber,,USA
SRX1060625,RNA-Seq,Tuber,,USA
SRX1060624,RNA-Seq,Leaf,,USA
SRX1060623,RNA-Seq,Tuber,,USA
SRX1060621,RNA-Seq,Tuber,,USA
SRX1060622,RNA-Seq,Leaf,,USA
SRX1060620,RNA-Seq,Leaf,,USA
SRX1060612,RNA-Seq,Leaf,,USA
SRX1060610,RNA-Seq,Leaf,,USA
SRX1060609,RNA-Seq,Tuber,,USA
SRX1060608,RNA-Seq,Leaf,,USA
SRX1060611,RNA-Seq,Tuber,,USA
SRX1060607,RNA-Seq,Tuber,,USA
SRX1060604,RNA-Seq,Tuber,,USA
SRX1060605,RNA-Seq,Leaf,,USA
SRX1060603,RNA-Seq,Leaf,,USA
SRX1060602,RNA-Seq,Tuber,,USA
SRX1060601,RNA-Seq,Leaf,,USA
SRX1065242,RNA-Seq,leaf,NA,USA
SRX1065243,RNA-Seq,tuber,NA,USA
SRX1048164,RNA-Seq,tuber,tuber,Spain
SRX1048160,RNA-Seq,tuber,tuber,Spain
SRX1048162,RNA-Seq,tuber,tuber,Spain
SRX1047187,RNA-Seq,tuber,tuber,Spain
SRX1048156,RNA-Seq,tuber,tuber,Spain
SRX1048159,RNA-Seq,tuber,tuber,Spain
SRX1023862,RNA-Seq,leaf,,USA: Oregon
SRX1023861,RNA-Seq,leaf,,USA: Oregon
SRX1023860,RNA-Seq,leaf,,USA: Oregon
SRX1023858,RNA-Seq,leaf,,USA: Oregon
SRX1023855,RNA-Seq,leaf,,USA: Oregon
SRX1023857,RNA-Seq,leaf,,USA: Oregon
SRX1023856,RNA-Seq,leaf,,USA: Oregon
SRX1023853,RNA-Seq,leaf,,USA: Oregon
SRX1023849,RNA-Seq,leaf,,USA: Oregon
SRX1023847,RNA-Seq,leaf,,USA: Oregon
SRX1023852,RNA-Seq,leaf,,USA: Oregon
SRX1023848,RNA-Seq,leaf,,USA: Oregon
SRX1023844,RNA-Seq,leaf,,USA: Oregon
SRX1023845,RNA-Seq,leaf,,USA: Oregon
SRX1023837,RNA-Seq,leaf,,USA: Oregon
SRX1023843,RNA-Seq,leaf,,USA: Oregon
SRX1023838,RNA-Seq,leaf,,USA: Oregon
SRX1023834,RNA-Seq,leaf,,USA: Oregon
SRX1023833,RNA-Seq,leaf,,USA: Oregon
SRX1023831,RNA-Seq,leaf,,USA: Oregon
SRX1023829,RNA-Seq,leaf,,USA: Oregon
SRX1023830,RNA-Seq,leaf,,USA: Oregon
SRX1023827,RNA-Seq,leaf,,USA: Oregon
SRX1023828,RNA-Seq,leaf,,USA: Oregon
SRX1023825,RNA-Seq,leaf,,USA: Oregon
SRX1023822,RNA-Seq,leaf,,USA: Oregon
SRX1023821,RNA-Seq,leaf,,USA: Oregon
SRX1023819,RNA-Seq,leaf,,USA: Oregon
SRX1023703,RNA-Seq,leaf,,USA: Oregon
SRX1023702,RNA-Seq,leaf,,USA: Oregon
SRX1023624,RNA-Seq,leaf,,USA: Oregon
SRX1023701,RNA-Seq,leaf,,USA: Oregon
SRX1023623,RNA-Seq,leaf,,USA: Oregon
SRX1023622,RNA-Seq,leaf,,USA: Oregon
SRX974606,RNA-Seq,,,Germany: Kleinmachnow
SRX974484,RNA-Seq,antenna,adlut,China: Xinjiang
DRX019840,miRNA-Seq,whole plant,seedling,
SRX912192,RNA-Seq,stolon tips,not applicable,China: Ningxia
SRX974488,RNA-Seq,antenna,adult,China: Xinjiang
SRX912191,RNA-Seq,stolon tips,not applicable,China: Ningxia
SRX912186,RNA-Seq,stolon tips,not applicable,China: Ningxia
SRX751135,RNA-Seq,,,"USA: Idaho, Bonner's Ferry"
SRX751134,RNA-Seq,,,"USA: Idaho, Bonner's Ferry"
SRX751132,RNA-Seq,,,"USA: Idaho, Bonner's Ferry"
SRX751128,RNA-Seq,,,"USA: North Dakota, Kidder Co."
SRX751127,RNA-Seq,,,"USA: North Dakota, Kidder Co."
SRX751123,RNA-Seq,,,"USA: Minnesota, Marshall Co."
SRX751122,RNA-Seq,,,"USA: Minnesota, Marshall Co."
SRX751126,RNA-Seq,,,"USA: North Dakota, Kidder Co."
SRX751120,RNA-Seq,,,"USA: Minnesota, Marshall Co."
SRX751119,RNA-Seq,,,"USA: Idaho, Bonner's Ferry"
SRX751118,RNA-Seq,,,"USA: Idaho, Bonner's Ferry"
SRX751116,RNA-Seq,,,"USA: Idaho, Bonner's Ferry"
SRX751111,RNA-Seq,,,"USA: North Dakota, Kidder Co."
SRX751103,RNA-Seq,,,"USA: North Dakota, Kidder Co."
SRX751102,RNA-Seq,,,"USA: North Dakota, Kidder Co."
SRX751100,RNA-Seq,,,"USA: Minnesota, Marshall Co."
SRX751075,RNA-Seq,,,"USA: Minnesota, Marshall Co."
SRX751099,RNA-Seq,,,"USA: Minnesota, Marshall Co."
SRX759742,ncRNA-Seq,,,
SRX759741,ncRNA-Seq,,,
SRX759738,ncRNA-Seq,,,
SRX759740,ncRNA-Seq,,,
SRX759736,ncRNA-Seq,,,
SRX759737,ncRNA-Seq,,,
SRX710700,RNA-Seq,,,
SRX710702,RNA-Seq,,,
SRX710701,RNA-Seq,,,
SRX710698,RNA-Seq,,,
SRX710699,RNA-Seq,,,
SRX710697,RNA-Seq,,,
SRX710696,RNA-Seq,,,
SRX710695,RNA-Seq,,,
SRX710693,RNA-Seq,,,
SRX710694,RNA-Seq,,,
SRX710692,RNA-Seq,,,
SRX708861,RNA-Seq,Non-dormant meristem,,
SRX708862,RNA-Seq,Non-dormant meristem,,
SRX708859,RNA-Seq,Non-dormant meristem,,
SRX708860,RNA-Seq,Non-dormant meristem,,
SRX708858,RNA-Seq,dormant meristem,,
SRX708856,RNA-Seq,dormant meristem,,
SRX708857,RNA-Seq,dormant meristem,,
SRX708855,RNA-Seq,dormant meristem,,
SRX685600,OTHER,,,Slovenia
SRX685599,OTHER,,,Slovenia
SRX685598,OTHER,,,Slovenia
SRX685597,OTHER,,,Slovenia
ERX278912,RNA-Seq,leaf,fully expanded leaves,
SRX514973,RNA-Seq,Roots,,missing
SRX510902,RNA-Seq,Flesh,,missing
SRX510899,RNA-Seq,Flesh,,missing
SRX510900,RNA-Seq,Skin,,missing
SRX510886,RNA-Seq,Skin,,missing
SRX502839,RNA-Seq,leaf,,
SRX502842,RNA-Seq,leaf,,
SRX502841,RNA-Seq,leaf,,
SRX502840,RNA-Seq,leaf,,
SRX502838,RNA-Seq,leaf,,
SRX502835,RNA-Seq,leaf,,
SRX423159,RNA-Seq,,,
SRX423158,RNA-Seq,,,
SRX502837,RNA-Seq,leaf,,
SRX502836,RNA-Seq,leaf,,
SRX381128,RNA-Seq,Potato tuber 3rd stage (PT3),,
SRX383866,RNA-Seq,,,
SRX381126,RNA-Seq,Potato tuber 1st stage (PT1),,
SRX381125,RNA-Seq,Potato tuber 0 stage (PT0),,
SRX381127,RNA-Seq,Potato tuber 2nd stage (PT2),,
SRX381124,RNA-Seq,Root(R),,
SRX381122,RNA-Seq,Leaf(L),,
SRX381123,RNA-Seq,Stem(S),,
SRX309881,OTHER,leaf,,
SRX309882,OTHER,leaf,,
SRX309880,OTHER,leaf,,
SRX309877,OTHER,leaf,,
SRX309878,OTHER,leaf,,
SRX309876,OTHER,leaf,,
SRX309879,OTHER,leaf,,
SRX309875,OTHER,leaf,,
SRX309874,OTHER,leaf,,
SRX309873,OTHER,leaf,,
